,Year,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,3P%,2P%,FT%,TmNetRtg,Next Rtg,Next WS,Veteran Value,VV Class,Starters
947,2012,Pau Gasol,PF,31.0,LAL,65.0,2430.0,20.4,0.547,0.029,0.285,8.8,21.8,17.2,0.8,2.6,12.1,22.1,5.2,3.1,8.3,0.165,1.7,2.0,0.259,0.508,0.782,1.3,1.1,3.7,-10432.31750531538,1,1
948,2012,Metta World,SF,32.0,LAL,64.0,1720.0,11.0,0.478,0.406,0.247,4.8,9.1,12.5,2.1,1.1,11.8,15.6,0.9,1.7,2.6,0.073,-0.2,0.7,0.296,0.46,0.617,1.3,1.1,4.6,14479.638009049771,0,0
949,2012,Shane Battier,SF,33.0,MIA,65.0,1499.0,9.7,0.504,0.627,0.127,4.6,7.7,8.0,2.2,1.8,10.7,10.7,1.2,2.1,3.3,0.104,0.2,1.5,0.339,0.468,0.622,6.4,8.2,4.4,10000.00000000001,0,1
951,2012,Dwyane Wade,SG,30.0,MIA,49.0,1625.0,26.3,0.559,0.067,0.355,5.6,11.6,27.3,2.7,3.1,11.8,31.3,4.8,2.9,7.7,0.227,4.5,1.8,0.268,0.513,0.791,6.4,8.2,9.6,86.36363636363636,0,1
953,2012,Tim Duncan,C,35.0,SAS,58.0,1634.0,22.5,0.531,0.005,0.34,7.9,28.2,13.5,1.2,3.9,10.3,26.2,3.0,2.9,5.9,0.174,-0.2,2.6,0.0,0.495,0.695,7.7,6.7,8.3,86.36363636363636,0,1
955,2012,Carlos Boozer,PF,30.0,CHI,66.0,1948.0,19.7,0.549,0.001,0.163,6.7,25.3,11.8,1.7,0.9,11.3,23.8,3.3,4.3,7.6,0.187,0.3,1.7,0.0,0.533,0.693,8.8,0.5,5.7,9.000000000000002,0,1
956,2012,Kyle Korver,SG,30.0,CHI,65.0,1469.0,13.6,0.6,0.658,0.16,2.0,9.9,11.7,1.3,0.7,10.7,15.3,3.1,2.1,5.3,0.172,2.5,0.0,0.435,0.426,0.833,8.8,0.5,6.4,225.0,0,1
957,2012,Elton Brand,C,32.0,PHI,60.0,1732.0,18.0,0.521,0.002,0.2,9.2,18.3,9.2,1.8,4.2,9.3,18.9,2.5,3.6,6.1,0.168,-0.5,3.4,0.0,0.495,0.733,4.6,-3.7,3.4,5.083333333333334,0,1
958,2012,Caron Butler,SF,31.0,LAC,63.0,1871.0,11.7,0.501,0.365,0.152,2.8,12.0,6.8,1.5,0.4,9.3,20.4,1.2,1.1,2.3,0.059,-0.7,-1.5,0.358,0.435,0.813,2.7,6.9,3.6,766.3964627855565,0,0
959,2012,Jose Calderon,PG,30.0,TOR,53.0,1799.0,16.7,0.547,0.333,0.143,1.3,9.1,44.2,1.4,0.1,17.0,16.0,3.9,1.2,5.1,0.136,2.2,-2.6,0.371,0.5,0.882,-3.9,-1.4,4.4,-186.10834164174122,1,1
960,2012,Vince Carter,SG,35.0,DAL,61.0,1542.0,13.6,0.519,0.378,0.212,2.3,12.5,15.0,1.9,1.3,12.4,20.4,1.0,1.8,2.9,0.09,0.0,0.6,0.361,0.442,0.826,1.1,-0.6,6.0,1449.4447691408534,0,1
962,2012,Jason Kidd,PG,38.0,DAL,48.0,1379.0,13.1,0.524,0.817,0.103,1.2,14.8,28.4,3.1,0.6,24.2,12.7,0.9,2.1,3.0,0.104,0.4,2.1,0.354,0.4,0.786,1.1,-0.6,5.4,2909.09090909091,0,1
963,2012,Shawn Marion,SF,33.0,DAL,63.0,1919.0,15.0,0.488,0.105,0.144,8.6,18.6,11.5,1.8,1.5,12.5,19.0,1.0,2.7,3.7,0.092,-1.1,2.2,0.294,0.464,0.796,1.1,-0.6,5.3,1572.4815724815721,0,1
964,2012,Dirk Nowitzki,PF,33.0,DAL,62.0,2079.0,21.7,0.564,0.205,0.343,2.5,19.9,12.6,1.1,1.2,9.0,29.2,5.0,2.6,7.6,0.175,2.3,-0.5,0.368,0.481,0.896,1.1,-0.6,5.0,-8552.631578947367,1,1
965,2012,Lamar Odom,SF,32.0,DAL,50.0,1027.0,9.2,0.423,0.318,0.281,4.0,18.7,12.9,1.0,1.4,11.7,20.1,-0.9,1.2,0.3,0.014,-3.6,0.5,0.252,0.399,0.592,1.1,-0.6,2.7,200000.00000000006,0,1
966,2012,Jason Terry,SG,34.0,DAL,63.0,2000.0,15.7,0.54,0.44,0.134,0.9,7.4,19.9,1.9,0.4,12.6,23.3,2.0,1.8,3.8,0.092,2.0,-1.1,0.378,0.471,0.883,1.1,-0.6,4.0,1315.789473684212,0,1
967,2012,Nick Collison,PF,31.0,OKC,63.0,1307.0,12.1,0.622,0.005,0.308,11.1,12.7,9.3,1.3,1.6,21.1,10.0,2.3,1.2,3.5,0.13,0.9,1.3,0.0,0.6,0.71,6.3,9.9,5.2,12142.857142857145,0,0
974,2012,Andre Miller,SG,35.0,DEN,66.0,1809.0,14.8,0.51,0.15,0.306,3.5,10.5,36.5,1.8,0.4,22.0,19.8,1.9,1.0,2.9,0.078,0.2,-1.0,0.217,0.478,0.811,3.2,5.1,5.4,6615.8781074579,0,1
975,2012,Kirk Hinrich,SG,31.0,ATL,48.0,1237.0,9.2,0.511,0.461,0.108,1.1,8.5,16.3,1.6,0.7,15.8,13.9,0.4,1.4,1.8,0.069,-1.4,-0.1,0.346,0.472,0.781,3.8,0.3,3.1,5542.635658914728,0,0
980,2012,David West,PF,31.0,IND,66.0,1925.0,17.8,0.531,0.013,0.246,6.9,18.3,13.1,1.4,1.9,10.5,20.9,3.4,2.5,5.9,0.147,0.7,1.0,0.222,0.491,0.807,3.3,4.4,9.1,4162.396531336223,0,1
981,2012,Tayshaun Prince,SF,31.0,DET,63.0,2087.0,12.8,0.47,0.13,0.144,4.0,12.4,13.2,0.7,1.2,8.0,20.4,1.2,0.9,2.1,0.048,-1.0,-1.3,0.356,0.431,0.774,-5.0,-4.5,1.8,-1096.3455149501663,1,0
984,2012,Luke Ridnour,SG,30.0,MIN,53.0,1750.0,13.6,0.53,0.276,0.216,1.2,7.8,24.0,1.6,0.7,13.7,17.8,2.4,0.9,3.3,0.09,0.9,-0.6,0.322,0.485,0.891,-2.2,-2.2,4.3,157.14285714285717,0,0
987,2013,Ray Allen,SG,37.0,MIA,79.0,2035.0,14.7,0.599,0.51,0.243,2.6,10.1,10.2,1.7,0.6,12.5,19.3,3.4,1.9,5.4,0.126,1.7,-1.5,0.419,0.48,0.886,8.2,5.1,4.1,6.527472527472525,0,1
988,2013,Shane Battier,SF,34.0,MIA,72.0,1786.0,10.7,0.623,0.873,0.105,2.7,8.4,5.7,1.2,2.5,8.2,11.0,2.8,1.6,4.4,0.119,2.0,0.0,0.43,0.348,0.842,8.2,5.1,2.4,3.4571428571428573,0,1
990,2013,Dwyane Wade,SG,31.0,MIA,69.0,2391.0,24.0,0.571,0.06,0.389,4.7,12.6,26.6,2.8,1.9,13.2,29.5,6.1,3.5,9.6,0.192,2.8,1.1,0.258,0.537,0.725,8.2,5.1,5.5,-4270.833333333333,1,1
991,2013,Tony Allen,SG,31.0,MEM,79.0,2109.0,13.2,0.489,0.038,0.293,6.6,13.8,7.6,3.1,1.7,11.5,17.8,1.0,4.1,5.1,0.115,-1.6,2.9,0.125,0.458,0.717,4.5,1.7,2.7,-4705.882352941176,1,1
992,2013,Tayshaun Prince,SF,32.0,MEM,37.0,1174.0,10.2,0.461,0.122,0.11,2.9,12.9,11.6,1.2,0.8,9.0,15.2,0.3,1.6,1.8,0.075,-2.1,1.2,0.366,0.437,0.595,4.5,1.7,1.5,-1111.111111111111,1,0
993,2013,Zach Randolph,PF,31.0,MEM,76.0,2607.0,17.9,0.506,0.022,0.293,13.8,25.1,7.3,1.3,1.0,11.5,23.1,3.2,4.7,7.9,0.145,-0.5,0.7,0.087,0.469,0.75,4.5,1.7,6.4,-1265.8227848101262,1,1
995,2013,Jose Calderon,PG,31.0,TOR,45.0,1273.0,19.2,0.594,0.462,0.131,1.3,8.7,43.7,1.2,0.4,15.1,18.1,4.0,0.5,4.4,0.167,4.1,-3.7,0.429,0.505,0.904,-1.4,3.3,6.3,77.77777777777779,0,1
996,2013,Matt Barnes,SF,32.0,LAC,80.0,2058.0,15.5,0.566,0.481,0.173,6.5,14.5,9.2,2.1,2.6,11.0,18.1,3.5,2.8,6.3,0.146,2.2,1.1,0.342,0.574,0.744,6.9,7.3,3.5,1.7500000000000002,0,1
998,2013,Jamal Crawford,SG,32.0,LAC,76.0,2230.0,16.8,0.558,0.39,0.244,1.2,5.6,14.4,1.9,0.5,11.5,26.0,3.7,1.7,5.4,0.116,2.0,-2.6,0.376,0.477,0.871,6.9,7.3,5.3,155.24999999999918,0,1
1003,2013,Pau Gasol,PF,32.0,LAL,49.0,1655.0,16.7,0.512,0.048,0.307,7.6,20.1,19.9,0.7,2.7,13.7,20.5,2.0,1.7,3.7,0.107,-0.4,1.9,0.286,0.475,0.702,1.1,-6.0,3.0,7.634920634920633,0,1
1007,2013,Carlos Boozer,PF,31.0,CHI,79.0,2546.0,17.1,0.51,0.002,0.232,7.8,27.2,13.4,1.4,0.8,12.3,25.8,1.4,4.3,5.7,0.108,-1.5,0.9,0.0,0.478,0.731,0.5,1.9,3.4,3.5797101449275357,0,1
1009,2013,Kirk Hinrich,PG,32.0,CHI,60.0,1764.0,10.8,0.493,0.431,0.232,1.0,9.3,27.5,1.9,1.1,17.5,14.7,1.0,2.1,3.1,0.085,-1.1,-0.2,0.39,0.367,0.714,0.5,1.9,3.8,205.27859237536637,0,0
1010,2013,Elton Brand,C,33.0,DAL,72.0,1527.0,15.2,0.499,0.002,0.195,9.7,21.5,7.1,1.7,4.6,9.9,17.2,1.2,2.2,3.4,0.107,-2.1,2.5,0.0,0.474,0.71,-0.6,2.3,3.6,226.82926829268294,0,1
1011,2013,Vince Carter,SF,36.0,DAL,81.0,2093.0,17.8,0.571,0.467,0.261,3.1,14.4,15.0,1.8,1.6,10.0,23.1,3.9,2.0,6.0,0.137,3.3,-0.4,0.406,0.461,0.816,-0.6,2.3,4.3,8.00573888091822,0,1
1013,2013,Shawn Marion,PF,34.0,DAL,67.0,2010.0,18.0,0.553,0.106,0.146,8.2,20.6,13.1,1.9,1.8,12.3,19.0,2.9,2.5,5.3,0.127,0.9,1.9,0.315,0.538,0.782,-0.6,2.3,4.3,12.021951219512195,0,1
1014,2013,Dirk Nowitzki,PF,34.0,DAL,53.0,1661.0,19.8,0.564,0.216,0.265,2.5,21.5,13.5,1.2,1.7,7.9,24.2,3.3,1.8,5.0,0.145,1.7,0.0,0.414,0.487,0.86,-0.6,2.3,10.9,226.82926829268294,0,1
1015,2013,Will Bynum,PG,30.0,DET,65.0,1219.0,16.6,0.532,0.141,0.243,2.6,6.6,34.8,2.0,0.3,17.3,27.0,1.2,0.5,1.7,0.067,0.8,-3.2,0.316,0.494,0.809,-4.5,-3.7,1.0,-933.3333333333328,1,0
1016,2013,Tayshaun Prince,SF,32.0,DET,45.0,1457.0,12.5,0.502,0.11,0.192,3.3,13.4,12.6,0.8,0.7,9.3,18.1,1.2,0.6,1.7,0.057,-1.2,-1.0,0.434,0.445,0.796,-4.5,-3.7,1.5,-266.6666666666665,1,0
1019,2013,Pablo Prigioni,PG,35.0,NYK,78.0,1263.0,13.0,0.595,0.609,0.114,3.7,9.8,27.5,2.9,0.1,27.1,11.7,2.0,1.3,3.2,0.123,0.7,-0.1,0.396,0.547,0.88,4.5,-1.1,3.4,141.66666666666643,0,0
1020,2013,Nick Collison,C,32.0,OKC,81.0,1583.0,13.6,0.624,0.014,0.264,9.6,14.2,11.3,1.7,1.4,17.3,11.5,3.2,2.1,5.2,0.158,1.0,1.4,0.0,0.603,0.769,9.9,6.4,3.6,-697.4358974358971,1,0
1024,2013,Boris Diaw,PF,30.0,SAS,75.0,1709.0,11.9,0.603,0.235,0.196,4.7,12.0,15.0,1.6,1.1,18.9,12.0,2.2,2.3,4.4,0.124,-0.1,1.9,0.385,0.587,0.723,6.7,8.1,4.9,5303.030303030303,0,0
1025,2013,Tim Duncan,C,36.0,SAS,69.0,2078.0,24.4,0.554,0.007,0.307,7.3,29.6,15.5,1.2,6.4,11.7,27.8,3.4,4.9,8.3,0.191,-0.5,4.6,0.286,0.504,0.817,6.7,8.1,7.4,11.527777777777775,0,1
1026,2013,Manu Ginobili,SG,35.0,SAS,60.0,1393.0,19.0,0.56,0.436,0.382,2.6,13.4,30.6,2.9,0.7,17.3,25.2,2.1,2.4,4.5,0.155,2.8,1.0,0.353,0.48,0.796,6.7,8.1,5.7,125.0,0,1
1028,2013,Tony Parker,PG,30.0,SAS,66.0,2174.0,23.0,0.588,0.068,0.332,1.0,9.1,40.4,1.3,0.2,13.0,27.7,7.1,2.3,9.3,0.206,4.1,-1.4,0.353,0.534,0.845,6.7,8.1,5.9,6.154411764705882,0,1
1033,2013,Nene Hilario,PF,30.0,WAS,61.0,1659.0,17.0,0.538,0.002,0.453,6.7,20.6,19.0,1.7,1.8,16.3,23.4,1.3,2.7,4.0,0.116,-1.1,2.3,0.0,0.481,0.729,-2.3,1.3,3.2,11.250000000000002,0,1
1037,2013,Kyle Korver,SF,31.0,ATL,74.0,2259.0,13.9,0.637,0.689,0.13,1.2,13.5,9.9,1.6,1.3,9.9,14.5,4.0,2.5,6.4,0.137,2.1,0.5,0.457,0.471,0.859,0.3,-0.7,5.9,-104.9440298507462,1,1
1041,2013,Jameer Nelson,PG,30.0,ORL,56.0,1977.0,14.4,0.498,0.455,0.131,1.3,10.6,33.3,1.9,0.2,15.7,22.5,1.1,1.0,2.1,0.05,1.6,-1.7,0.341,0.435,0.873,-7.4,-5.7,2.8,447.7611940298503,0,0
1044,2013,Mo Williams,PG,30.0,UTA,46.0,1418.0,14.4,0.519,0.289,0.159,2.0,7.2,33.2,1.7,0.5,18.0,22.3,1.2,0.7,1.8,0.062,1.1,-2.5,0.383,0.449,0.882,-0.2,-7.6,2.2,298.50746268656707,0,0
1045,2013,David West,PF,32.0,IND,73.0,2435.0,20.1,0.545,0.019,0.312,6.8,18.8,16.8,1.6,2.1,12.0,24.4,4.4,4.7,9.1,0.179,0.9,2.4,0.211,0.503,0.768,4.4,4.7,8.1,11.01578947368421,0,1
1048,2014,Chris Andersen,C,35.0,MIA,72.0,1396.0,18.5,0.683,0.044,0.615,12.1,21.7,2.1,1.2,6.1,13.2,13.8,3.8,2.2,6.0,0.205,0.1,1.5,0.25,0.662,0.71,5.1,-3.0,3.6,-15529.411764705883,1,0
1050,2014,Dwyane Wade,SG,32.0,MIA,54.0,1775.0,22.0,0.588,0.042,0.339,4.4,12.3,25.5,2.3,1.4,15.5,27.9,3.5,2.0,5.5,0.149,1.9,0.3,0.281,0.557,0.733,5.1,-3.0,3.5,-14117.647058823532,1,1
1051,2014,Tony Allen,SG,32.0,MEM,55.0,1278.0,15.6,0.531,0.114,0.293,7.3,12.0,11.7,3.8,1.2,16.2,20.1,0.5,2.1,2.7,0.1,-0.1,2.4,0.234,0.527,0.628,1.7,3.5,4.1,4197.530864197528,0,1
1054,2014,Zach Randolph,PF,32.0,MEM,79.0,2705.0,18.3,0.51,0.017,0.281,11.6,23.3,12.7,1.1,0.7,12.0,26.1,2.9,3.5,6.4,0.113,0.1,0.4,0.1,0.474,0.742,1.7,3.5,7.2,1011.9047619047614,0,1
1055,2014,Matt Barnes,SF,33.0,LAC,63.0,1735.0,12.0,0.552,0.537,0.171,4.0,14.4,10.6,1.6,1.2,13.0,16.6,1.5,2.0,3.5,0.097,0.7,0.8,0.343,0.549,0.733,7.3,6.9,4.3,1850.3401360544208,0,1
1056,2014,Jamal Crawford,SG,33.0,LAC,69.0,2094.0,17.3,0.556,0.441,0.318,1.9,6.4,17.4,1.4,0.4,10.5,27.2,3.8,1.5,5.3,0.122,2.7,-2.6,0.361,0.46,0.866,7.3,6.9,3.6,2.42483660130719,0,1
1058,2014,Mike Dunleavy,SF,33.0,CHI,82.0,2584.0,12.6,0.549,0.419,0.212,2.1,13.0,12.3,1.3,1.4,11.3,17.0,2.4,4.1,6.5,0.121,-0.3,1.1,0.38,0.467,0.854,1.9,3.0,4.1,2.106481481481481,0,1
1059,2014,Kirk Hinrich,PG,33.0,CHI,73.0,2116.0,10.8,0.494,0.391,0.202,1.7,8.5,22.6,2.0,1.0,15.1,17.3,0.4,3.3,3.8,0.085,-1.3,0.5,0.351,0.419,0.76,1.9,3.0,1.0,1.0555555555555558,0,0
1061,2014,Kyle Korver,SG,32.0,ATL,71.0,2408.0,13.5,0.653,0.644,0.154,1.1,12.4,13.3,1.5,0.8,13.6,14.2,3.9,2.0,5.9,0.118,2.0,0.2,0.472,0.479,0.926,-0.7,5.9,7.5,3728.813559322033,0,1
1063,2014,Jose Calderon,PG,32.0,DAL,81.0,2468.0,15.2,0.596,0.568,0.084,1.4,7.6,22.4,1.4,0.4,11.7,16.2,5.4,0.8,6.3,0.122,3.3,-2.0,0.449,0.464,0.825,2.3,3.2,0.9,-11785.714285714284,1,1
1064,2014,Vince Carter,SG,37.0,DAL,81.0,1973.0,15.9,0.539,0.457,0.242,4.0,12.6,16.5,1.6,1.5,10.7,23.1,3.0,1.3,4.3,0.105,2.2,-1.0,0.394,0.418,0.821,2.3,3.2,1.0,2.084848484848485,0,1
1066,2014,Shawn Marion,SF,35.0,DAL,76.0,2409.0,13.7,0.537,0.229,0.092,6.4,17.4,7.6,1.9,1.3,11.4,15.7,2.2,2.1,4.3,0.086,0.0,1.1,0.358,0.518,0.785,2.3,3.2,1.7,2.6461538461538465,0,1
1067,2014,Dirk Nowitzki,PF,35.0,DAL,80.0,2628.0,23.6,0.603,0.258,0.295,1.8,20.0,14.2,1.4,1.4,7.5,26.9,8.6,2.3,10.9,0.199,4.1,-0.8,0.398,0.532,0.899,2.3,3.2,7.2,4.713513513513512,0,1
1073,2014,Boris Diaw,PF,31.0,SAS,79.0,1974.0,14.1,0.578,0.193,0.159,4.4,13.8,16.3,1.1,1.2,16.3,17.0,2.3,2.6,4.9,0.12,0.2,1.4,0.402,0.549,0.739,8.1,6.3,3.6,-301.4842300556589,1,0
1074,2014,Tim Duncan,C,37.0,SAS,74.0,2158.0,21.3,0.535,0.006,0.349,8.6,28.3,16.0,1.0,4.6,13.2,25.2,2.8,4.6,7.4,0.164,-0.9,4.0,0.0,0.493,0.731,8.1,6.3,9.6,330.0,0,1
1075,2014,Manu Ginobili,SG,36.0,SAS,68.0,1550.0,20.0,0.59,0.411,0.3,2.3,12.0,29.0,2.3,0.8,16.4,24.7,3.3,2.4,5.7,0.176,3.6,0.4,0.349,0.553,0.851,8.1,6.3,3.7,1.05,0,1
1076,2014,Tony Parker,PG,31.0,SAS,68.0,1997.0,18.9,0.555,0.073,0.266,1.0,7.5,31.7,0.9,0.3,12.9,26.5,3.9,1.9,5.9,0.141,1.3,-1.8,0.373,0.509,0.811,8.1,6.3,4.1,1.207602339181286,0,1
1077,2014,Randy Foye,SG,30.0,DEN,81.0,2485.0,13.3,0.558,0.569,0.211,1.6,8.5,17.7,1.3,1.2,13.2,18.8,3.3,1.3,4.6,0.089,1.9,-1.0,0.38,0.456,0.849,-2.2,-3.3,1.0,0.4707602339181286,0,0
1079,2014,Pau Gasol,C,33.0,LAL,60.0,1884.0,19.3,0.522,0.016,0.287,7.0,25.9,18.7,0.7,3.5,12.4,26.4,1.3,1.7,3.0,0.076,-1.0,1.6,0.286,0.483,0.736,-6.0,-7.1,10.4,129.26829268292684,0,1
1080,2014,Nene Hilario,PF,31.0,WAS,53.0,1560.0,16.6,0.53,0.008,0.448,4.7,17.3,16.3,2.1,2.5,14.1,24.0,0.8,2.4,3.2,0.098,-1.6,1.8,0.2,0.506,0.583,1.3,0.6,3.0,20.682926829268276,0,1
1081,2014,Andre Iguodala,SF,30.0,GSW,63.0,2040.0,13.7,0.57,0.382,0.288,2.9,12.6,18.2,2.3,0.7,16.2,13.3,2.7,3.1,5.8,0.135,0.5,2.5,0.354,0.558,0.652,4.9,9.9,5.1,10.710801393728222,0,1
1086,2014,Kevin Martin,SG,30.0,MIN,68.0,2177.0,16.3,0.553,0.29,0.332,1.7,8.7,9.2,1.5,0.2,8.3,25.0,3.8,1.5,5.3,0.117,1.4,-2.0,0.387,0.448,0.891,2.6,-9.1,1.9,0.7794117647058822,0,1
1089,2014,Luis Scola,PF,33.0,IND,82.0,1399.0,13.4,0.505,0.013,0.243,7.2,23.4,10.4,1.0,0.9,14.8,23.8,-0.4,2.8,2.5,0.084,-4.3,0.5,0.143,0.474,0.728,4.7,0.2,4.4,49.999999999999986,0,1
1090,2014,David West,PF,33.0,IND,80.0,2472.0,17.5,0.533,0.016,0.267,5.7,18.3,16.1,1.3,2.3,11.2,21.9,3.1,5.0,8.1,0.157,-0.6,2.7,0.267,0.491,0.789,4.7,0.2,4.3,1.0657894736842104,0,1
1092,2014,Mo Williams,PG,31.0,POR,74.0,1834.0,11.8,0.507,0.335,0.132,2.5,6.4,26.7,1.5,0.4,17.3,20.5,1.0,1.2,2.2,0.056,-0.2,-1.7,0.369,0.441,0.876,4.2,4.3,0.7,2.7377777777777776,0,0
1093,2015,Tony Allen,SG,33.0,MEM,63.0,1648.0,14.6,0.528,0.064,0.277,7.2,12.2,8.1,4.1,1.5,14.4,16.6,0.9,3.2,4.1,0.119,-0.4,3.7,0.345,0.505,0.627,3.5,-2.4,2.4,0.04921968787515032,0,1
1094,2015,Vince Carter,SG,38.0,MEM,66.0,1091.0,9.6,0.445,0.571,0.14,2.8,11.1,11.1,2.1,1.1,9.1,19.9,-0.5,1.4,1.0,0.043,-1.1,-0.3,0.297,0.379,0.789,3.5,-2.4,1.8,15.384615384615389,0,1
1095,2015,Marc Gasol,C,30.0,MEM,81.0,2687.0,21.7,0.558,0.016,0.41,4.9,21.8,19.7,1.4,4.0,12.2,24.6,5.5,4.7,10.2,0.182,1.3,3.5,0.176,0.5,0.795,3.5,-2.4,3.7,0.24142011834319535,0,1
1096,2015,Zach Randolph,PF,33.0,MEM,71.0,2304.0,19.5,0.538,0.021,0.32,11.2,25.8,11.4,1.6,0.5,12.8,24.3,3.4,3.8,7.2,0.149,0.4,1.1,0.35,0.49,0.765,3.5,-2.4,4.3,-2094.4444444444443,1,1
1099,2015,Chris Bosh,C,30.0,MIA,44.0,1556.0,19.8,0.548,0.226,0.311,3.6,20.0,12.0,1.4,1.4,10.1,28.4,2.1,1.5,3.6,0.111,1.0,-1.0,0.375,0.485,0.772,-3.0,1.7,6.4,4044.444444444445,0,1
1100,2015,Dwyane Wade,SG,33.0,MIA,62.0,1971.0,21.4,0.534,0.094,0.341,3.6,9.6,32.1,2.0,0.9,14.4,34.7,2.1,1.4,3.5,0.086,2.4,-1.2,0.284,0.489,0.768,-3.0,1.7,4.9,42.391304347826086,0,1
1101,2015,Carmelo Anthony,SF,30.0,NYK,40.0,1428.0,21.5,0.531,0.222,0.294,5.7,16.0,18.0,1.5,1.0,8.9,32.2,2.2,0.6,2.9,0.097,3.5,-2.2,0.341,0.474,0.797,-10.1,-2.8,6.4,42.391304347826086,0,1
1102,2015,Jose Calderon,PG,33.0,NYK,42.0,1270.0,11.3,0.519,0.401,0.09,1.7,9.8,25.6,1.3,0.0,16.9,16.1,0.8,0.1,0.9,0.033,-0.5,-2.6,0.415,0.415,0.906,-10.1,-2.8,4.0,42.391304347826086,0,1
1104,2015,Kyle Korver,SG,33.0,ATL,75.0,2418.0,14.8,0.699,0.748,0.197,0.7,13.3,12.1,1.1,1.5,14.1,14.4,5.0,2.4,7.5,0.148,3.1,0.2,0.492,0.47,0.898,5.9,3.9,4.1,0.9351023017902813,0,1
1105,2015,J.J. Barea,PG,30.0,DAL,77.0,1362.0,15.1,0.502,0.312,0.175,1.8,9.0,29.5,1.2,0.1,10.8,21.2,2.1,0.6,2.7,0.096,1.0,-2.5,0.323,0.463,0.809,3.2,-0.4,2.8,42.391304347826086,0,0
1107,2015,Devin Harris,PG,31.0,DAL,76.0,1685.0,14.8,0.559,0.508,0.309,0.8,8.0,20.4,2.3,0.7,12.5,18.0,2.9,1.3,4.2,0.12,1.9,-0.8,0.357,0.481,0.815,3.2,-0.4,2.5,1.0473145780051152,0,0
1108,2015,Richard Jefferson,SF,34.0,DAL,74.0,1244.0,11.3,0.577,0.478,0.352,2.2,14.0,7.0,1.3,0.7,12.2,15.3,1.4,0.9,2.3,0.088,-0.2,-0.5,0.426,0.462,0.684,3.2,-0.4,2.7,1268.115942028987,0,1
1109,2015,Dirk Nowitzki,PF,36.0,DAL,77.0,2282.0,19.2,0.56,0.258,0.272,2.1,19.9,10.4,0.9,1.2,6.5,24.9,5.2,2.0,7.2,0.152,1.7,-1.0,0.38,0.486,0.882,3.2,-0.4,6.8,-405.092592592593,1,1
1110,2015,Matt Barnes,SF,34.0,LAC,76.0,2271.0,11.3,0.574,0.603,0.152,2.6,12.2,7.2,1.5,1.8,11.6,14.9,2.2,2.1,4.3,0.091,0.9,0.7,0.362,0.569,0.779,6.9,4.5,2.6,-2882.7519379844966,1,1
1111,2015,Jamal Crawford,SG,34.0,LAC,64.0,1703.0,16.6,0.532,0.434,0.3,1.2,6.9,14.9,1.8,0.7,8.8,27.6,2.5,1.2,3.6,0.102,1.7,-2.7,0.327,0.448,0.901,6.9,4.5,3.3,8.093023255813948,0,1
1112,2015,J.J. Redick,SG,30.0,LAC,78.0,2409.0,16.2,0.622,0.488,0.216,1.0,6.6,9.0,0.8,0.3,8.5,21.0,5.8,0.9,6.7,0.134,3.4,-2.7,0.437,0.515,0.901,6.9,4.5,6.7,67.44186046511629,0,1
1116,2015,Andre Iguodala,SF,31.0,GSW,77.0,2069.0,12.3,0.553,0.427,0.23,2.4,10.8,14.6,2.1,0.9,13.9,13.3,2.3,2.8,5.1,0.117,0.1,1.5,0.349,0.553,0.596,9.9,10.6,4.4,11.62912087912089,0,1
1118,2015,Kobe Bryant,SG,36.0,LAL,35.0,1207.0,17.6,0.477,0.258,0.338,2.3,16.5,29.9,2.0,0.5,13.5,34.9,-0.4,0.6,0.2,0.006,1.6,-1.3,0.293,0.401,0.813,-7.1,-9.7,-0.4,0.5320512820512819,0,1
1119,2015,Aaron Brooks,PG,30.0,CHI,82.0,1885.0,14.4,0.534,0.383,0.213,1.9,7.5,24.2,1.5,0.6,14.9,25.0,1.7,1.5,3.3,0.083,1.0,-2.4,0.387,0.442,0.833,3.0,-1.4,0.9,0.5065789473684209,0,0
1121,2015,Pau Gasol,PF,34.0,CHI,78.0,2681.0,22.7,0.55,0.023,0.317,9.2,27.6,14.4,0.5,4.0,10.7,24.7,6.0,4.4,10.4,0.187,0.7,2.1,0.462,0.495,0.803,3.0,-1.4,7.1,1.1610845295055818,0,1
1125,2015,Marcin Gortat,C,30.0,WAS,82.0,2453.0,18.2,0.587,0.004,0.226,8.5,24.1,6.5,1.0,3.6,10.5,17.6,4.4,4.2,8.6,0.168,-0.4,2.3,0.0,0.569,0.703,0.6,-0.5,7.3,-1511.627906976744,1,1
1126,2015,Nene Hilario,PF,32.0,WAS,67.0,1693.0,14.3,0.534,0.008,0.336,5.7,17.0,12.0,2.0,1.0,15.2,21.8,0.5,2.5,3.0,0.086,-1.9,1.3,0.2,0.513,0.604,0.6,-0.5,2.7,-999.9999999999993,1,1
1127,2015,Paul Pierce,SF,37.0,WAS,73.0,1914.0,15.2,0.58,0.462,0.32,2.7,14.3,11.9,1.2,1.0,10.9,19.9,3.2,2.3,5.5,0.138,1.7,-0.2,0.389,0.496,0.781,0.6,-0.5,0.9,-8363.636363636362,1,1
